fName,date,name,title,nWordsReport,nWordsCalc,distinctWords
Indobit-A-NYT1980_1-500-12.txt,"june 4, 1980",DENIS M. HURLEY.81,"DENIS M. HURLEY.81, CORPORATION COUNSEL OF NEW YORK IN 50's",244,262,151
Indobit-A-NYT1985 - Jan 1 - March 31-97.txt,"january 22, 1985",Haskell Katz Is Dead at 56,Haskell Katz Is Dead at 56; Stage Delicatessen Partner,155,175,100
Indobit-A-NYT1980_1-500-203.txt,"july 21, 1980",ROLAND MELEDANDRI.51,"ROLAND MELEDANDRI.51, DESIGNER OF MEN'S CLOTHING FOR CELEBRITIES",670,707,375
Indobit-A-NYT1986_1001-1500-106.txt,"may 24, 1986",William Moncrief Dies at 90,William Moncrief Dies at 90; Wildcatter in Texas Oilfields,154,180,100
Indobit-A-NYT1983 - July 1 - Sep 30-109.txt,"july 27, 1983",W. Linwood Chase Dies at 86,W. Linwood Chase Dies at 86; A Specialist in Child Behavior,197,217,119
Indobit-A-NYT1981 - July 1 - Sep 30-331.txt,"september 9, 1981",Jerome T. Orans Dead at 52,Jerome T. Orans Dead at 52; A Trial Lawyer in Manhattan,129,140,85
Indobit-A-NYT1981 - Jan 1 - March 31-185.txt,"february 8, 1981","Correction Appended Hugo Montenegro Is Dead at 55","Correction Appended Hugo Montenegro Is Dead at 55; Composed Themes for Westerns",133,157,102
Indobit-A-NYT1984_1501-1563-21.txt,"december 23, 1984",,,103,127,82
Indobit-A-NYT1986_1001-1500-105.txt,"may 24, 1986",STERLING HAYDEN DEAD AT 70,"STERLING HAYDEN DEAD AT 70; AN ACTOR, WRITER AND SAILOR",735,880,434
Indobit-A-NYT1981 - Oct 1 - Dec 31-226.txt,"november 15, 1981",,,129,152,97
Indobit-A-NYT1983 - Oct 1 - Dec 31-329.txt,"december 10, 1983",Justin B. Herman Dead at 76,Justin B. Herman Dead at 76; Writer and Producer of Films,149,176,97
Indobit-A-NYT1981 - Oct 1 - Dec 31-217.txt,"november 12, 1981",,,204,244,134
Indobit-A-NYT1980_1-500-194.txt,"july 19, 1980",JAMES CABELL BRUCE IS DEAD AT 88,"JAMES CABELL BRUCE IS DEAD AT 88;AN ENVOY,BANKER AND POLITICIAN",707,730,344
Indobit-A-NYT1981 - April 1 - June 30-463.txt,"june 28, 1981",C. KILMER MYERS DIES AT AGE OF 65,C. KILMER MYERS DIES AT AGE OF 65; EX-EPISCOPAL BISHOP IN CALIFORNIA,455,491,272
Indobit-A-NYT1983 - Oct 1 - Dec 31-361.txt,"december 19, 1983",William Meyer Is Dead at 68,William Meyer Is Dead at 68; Ex-Congressman of Vermont,120,139,98
Indobit-A-NYT1983 - April 1 - June 30-235.txt,"may 21, 1983",Laurence H. Burd Dead at 68,Laurence H. Burd Dead at 68; Former Washington Reporter,170,172,100
Indobit-A-NYT1980_501-904-173.txt,"november 19, 1980",WILLIE SUTTON IS DEAD AT 79,WILLIE SUTTON IS DEAD AT 79; BANK ROBBER GOT $2 MILLION,1805,565,278
Indobit-A-NYT1981 - July 1 - Sep 30-66.txt,"july 15, 1981",WILLIAM C. CHANLER DIES AT 85,WILLIAM C. CHANLER DIES AT 85; LAWYER WAS COUNSEL FOR CITY,672,681,351
Indobit-A-NYT1981 - April 1 - June 30-468.txt,"june 29, 1981",,,175,181,101
Indobit-A-NYT1984_501-1000-381.txt,"july 25, 1984",GAIL T. KUBIK IS DEAD AT 69,GAIL T. KUBIK IS DEAD AT 69; '52 SYMPHONY WON PULITZER,343,395,213
Indobit-A-NYT1985 - Oct 1 - Dec 31-338.txt,"december 14, 1985",JAMES ASE DIES AT 66,JAMES ASE DIES AT 66; EX-THEATRICAL MANAGER,248,310,174
Indobit-A-NYT1983 - April 1 - June 30-123.txt,"april 28, 1983",LINCOLN WHITE IS DEAD AT 77,LINCOLN WHITE IS DEAD AT 77; U.S. SPOKESMAN IN COLD WAR,377,430,238
Indobit-A-NYT1985 - Oct 1 - Dec 31-232.txt,"november 22, 1985",Louis D. Linley Jr. Dies at 58,Louis D. Linley Jr. Dies at 58; Baltimore Newspaper Editor,127,147,96
Indobit-A-NYT1985 - July 1 - Sep 30-38.txt,"july 9, 1985",GARDNER COWLES JR. IS DEAD AT 82,GARDNER COWLES JR. IS DEAD AT 82; HELPED BUILD PUBLISHING EMPIRE,1229,1368,608
Indobit-A-NYT1985 - July 1 - Sep 30-70.txt,"july 15, 1985",GEOFFREY PLATT IS DEAD AT 79,GEOFFREY PLATT IS DEAD AT 79; LED CITY PRESERVATION MOVE,477,535,264
Indobit-A-NYT1982_501-1000-153.txt,"may 28, 1982",THOMAS B. MCCABE DIES AT 88,THOMAS B. MCCABE DIES AT 88; HEADED SCOTT PAPER AND FEDERAL RESERVE,653,744,335
Indobit-A-NYT1983 - Oct 1 - Dec 31-364.txt,"december 20, 1983",Actor,Actor's Death Called Suicide After Telephone Call to Wife,112,124,89
Indobit-A-NYT1982_501-1000-91.txt,"may 10, 1982",Andrew Kalmykow 2d,"Andrew Kalmykow 2d, Expert On Compensation Insurance",163,171,100
Indobit-A-NYT1984_1-500-126.txt,"january 28, 1984",DR. JOHN MACLEOD DIES AT 78,DR. JOHN MACLEOD DIES AT 78; AUTHORITY ON MALE INFERTILITY,376,424,223
Indobit-A-NYT1983 - Jan 1 - March 31-58.txt,"january 10, 1983",Joseph Polser is Dead at 57,Joseph Polser is Dead at 57; Press Secretary to Ohrenstein,156,180,100
Indobit-A-NYT1984_501-1000-33.txt,"may 2, 1984",Drusilla Webster Dead at 57,Drusilla Webster Dead at 57; Wife of Director of the F.B.I.,159,185,109
Indobit-A-NYT1984_1501-1563-6.txt,"december 19, 1984",BENJAMIN BERKEY DIES AT 73,BENJAMIN BERKEY DIES AT 73; FOUNDER OF PHOTO COMPANY,291,346,191
Indobit-A-NYT1987 - April 1 - June 30-401.txt,"june 28, 1987",Boudleaux Bryant Dies at 67,Boudleaux Bryant Dies at 67; Writer of Country Music Hits,277,328,189
Indobit-A-NYT1984_1-500-25.txt,"january 7, 1984",Roy Meredith Is Dead at 70,Roy Meredith Is Dead at 70; Writer and Producer for TV,121,146,92
Indobit-A-NYT1983 - Jan 1 - March 31-389.txt,"march 18, 1983",Marquesa,"Marquesa, 'First True Love' Of Edward VIII, Is Dead at 88",150,187,98
Indobit-A-NYT1981 - Oct 1 - Dec 31-324.txt,"december 6, 1981",,,126,149,94
Indobit-A-NYT1984_1001-1500-474.txt,"december 13, 1984",George F. Murray Dies at 55,George F. Murray Dies at 55; NBCandCBSNewsProducer,167,203,108
Indobit-A-NYT1983 - Jan 1 - March 31-4.txt,"january 1, 1983",OBITUARY,"OBITUARY; ARTHUR HUGHES, 89, AN ACTOR",287,208,114
Indobit-A-NYT1983 - Oct 1 - Dec 31-287.txt,"december 1, 1983",ROGER FURMAN IS DEAD AT 59,ROGER FURMAN IS DEAD AT 59; IN HARLEM THEATER 4 DECADES,397,441,249
Indobit-A-NYT1985 - Oct 1 - Dec 31-170.txt,"november 6, 1985",June Blossom Is Dead at 74,June Blossom Is Dead at 74; Arranged Events for Charity,173,198,125
Indobit-A-NYT1984_1001-1500-276.txt,"october 31, 1984",URSULA BLOOM IS DEAD AT 91,URSULA BLOOM IS DEAD AT 91; BRITISH AUTHOR OF 560 BOOKS,129,157,100
Indobit-A-NYT1986_501-1000-391.txt,"november 23, 1986",ELZIRE DIONNE IS DEAD AT 77,ELZIRE DIONNE IS DEAD AT 77; GAVE BIRTH TO 5 IDENTICAL GIRLS,713,853,413
Indobit-A-NYT1982_1-500-487.txt,"april 16, 1982",HENRY MONTOR IS DEAD AT 76,HENRY MONTOR IS DEAD AT 76; U.J.A. AND ISRAEL BOND LEADER,434,468,228
Indobit-A-NYT1984_501-1000-148.txt,"may 28, 1984",,,207,242,150
Indobit-A-NYT1987 - April 1 - June 30-242.txt,"may 26, 1987",JAMES G. HIRSCH IS DEAD AT 64,JAMES G. HIRSCH IS DEAD AT 64; A LEADER IN BLOOD RESEARCH,681,723,345
Indobit-A-NYT1983 - April 1 - June 30-296.txt,"june 2, 1983",Dr. Edward Reich Dies at 80,Dr. Edward Reich Dies at 80; Official of Consumers Union,174,191,103
Indobit-A-NYT1984_1001-1500-483.txt,"december 14, 1984",Dr.AlanB.Rothballer,"Dr.AlanB.Rothballer, Surgeon and Educator",222,233,120
Indobit-A-NYT1985 - July 1 - Sep 30-361.txt,"september 11, 1985",C. Phillip Miller Is Dead at 91,C. Phillip Miller Is Dead at 91; An Expert on Bacteriology,125,141,78
Indobit-A-NYT1984_1-500-492.txt,"april 23, 1984",Francis J. Malley Dies at 60,Francis J. Malley Dies at 60; PRE,175,202,113
Indobit-A-NYT1982_501-1000-29.txt,"april 25, 1982",REP. JOHN M. ASHBROOK OF OHIO DIES AT AGE OF 53,REP. JOHN M. ASHBROOK OF OHIO DIES AT AGE OF 53,627,641,315
Indobit-A-NYT1984_1-500-226.txt,"february 21, 1984",Angelo G. Rocco Dies at 100,Angelo G. Rocco Dies at 100; Leader in Mill Strike of 1912,188,243,132
Indobit-A-NYT1986_1001-1500-342.txt,"july 22, 1986",Basil Rauch Is Dead at 77,Basil Rauch Is Dead at 77; Taught History at Barnard,196,233,124
Indobit-A-NYT1982_1001-1500-351.txt,"november 9, 1982",Ralph E. Peck Is Dead at 71,Ralph E. Peck Is Dead at 71; Taught Chemical Engineering,197,211,111
Indobit-A-NYT1981 - Jan 1 - March 31-88.txt,"january 16, 1981",Acosta Nichols Jr. Is Dead at 70,Acosta Nichols Jr. Is Dead at 70; Former Teacher at Groton School,150,164,95
Indobit-A-NYT1987 - Jan 1 - March 31-257.txt,"march 4, 1987",Donald MacBeth Dies at 37,Donald MacBeth Dies at 37; A Leading New York Jockey,391,464,248
Indobit-A-NYT1983 - Oct 1 - Dec 31-336.txt,"december 12, 1983",Phoui Sananikone Dies at 80,Phoui Sananikone Dies at 80; An Ex-Prime Minister of Laos,101,124,75
Indobit-A-NYT1986_501-1000-477.txt,"december 11, 1986",WALTER J. STOESSEL JR. DIES AT 66,WALTER J. STOESSEL JR. DIES AT 66; A FORMER AMBASSADOR TO MOSCOW,721,826,390
Indobit-A-NYT1983 - Oct 1 - Dec 31-154.txt,"november 2, 1983",,,161,194,117
Indobit-A-NYT1986_1001-1500-216.txt,"june 24, 1986",MAURICE T. MOORRE DIES AT 90,"MAURICE T. MOORRE DIES AT 90; EX-CRAVATH, SWAINE PARTNER",325,388,184
Indobit-A-NYT1983 - Jan 1 - March 31-100.txt,"january 17, 1983",,,163,188,111
Indobit-A-NYT1983 - Oct 1 - Dec 31-141.txt,"october 28, 1983",,,136,178,98
Indobit-A-NYT1985 - Oct 1 - Dec 31-86.txt,"october 22, 1985",JEAN RIBOUD DIES IN PARIS AT 65,JEAN RIBOUD DIES IN PARIS AT 65; HEADED SCHLUMBERGER COMPANY,905,1041,486
Indobit-A-NYT1982_1001-1500-421.txt,"november 23, 1982",Max Goldenberg Is Dead at 80,Max Goldenberg Is Dead at 80; Active in City's Hotel Industry,122,129,79
Indobit-A-NYT1985 - July 1 - Sep 30-433.txt,"september 28, 1985",John J. Montuori Dies at 56,John J. Montuori Dies at 56; Owned the Jefferson Market,119,159,90
Indobit-A-NYT1983 - July 1 - Sep 30-287.txt,"september 6, 1983",,,228,250,146
Indobit-A-NYT1981 - Jan 1 - March 31-377.txt,"march 20, 1981",PETER H. DOMINICK IS DEAD AT 65,PETER H. DOMINICK IS DEAD AT 65; 2-TERM SENATOR FROM COLOADO,486,532,272
Indobit-A-NYT1987 - April 1 - June 30-73.txt,"april 16, 1987",ERWIN NYIREGYHAZI DIES AT 84,ERWIN NYIREGYHAZI DIES AT 84; PIANIST REGAINED FAME IN 70'S,500,570,293
Indobit-A-NYT1982_1-500-486.txt,"april 16, 1982",Mary W. Taylor Is Dead at 68,Mary W. Taylor Is Dead at 68; A Former Lawyer for N.L.R.B.,171,191,109
Indobit-A-NYT1984_1001-1500-438.txt,"december 5, 1984",HARWOODFERRYMERRILL,HARWOODFERRYMERRILL,143,155,93
Indobit-A-NYT1986_1001-1500-58.txt,"may 12, 1986",Rev. Wilbur Hogg Dies at 69,Rev. Wilbur Hogg Dies at 69; Ex-Albany Episcopal Bishop,109,148,81
Indobit-A-NYT1983 - Jan 1 - March 31-430.txt,"march 26, 1983",,,371,391,218
Indobit-A-NYT1982_1-500-228.txt,"february 15, 1982",,'HURRICANE' JACKSON; HEAVYWEIGHT BEATEN IN 1957 TITLE BOUT,454,525,286
Indobit-A-NYT1985 - July 1 - Sep 30-373.txt,"september 13, 1985",JOHN Y. DATER 3d,JOHN Y. DATER 3d,113,137,83
Indobit-A-NYT1980_1-500-356.txt,"august 27, 1980",CHAMPION,CHAMPION'S DEATH CAME ON THE EVE OF TRIUMPH,1101,1271,588
Indobit-A-NYT1984_1-500-422.txt,"april 6, 1984",Giuseppe Tucci Dead at 89,Giuseppe Tucci Dead at 89; An Asia Scholar and Explorer,191,214,122
Indobit-A-NYT1982_501-1000-141.txt,"may 25, 1982",DR. H.C. SOLOMON DIES AT AGE OF 92,DR. H.C. SOLOMON DIES AT AGE OF 92,461,466,233
Indobit-A-NYT1981 - April 1 - June 30-118.txt,"april 22, 1981",Bishop Edward Dargin Dies at 82,Bishop Edward Dargin Dies at 82;,152,151,92
Indobit-A-NYT1984_1-500-454.txt,"april 13, 1984",MILTON W. MAYS DEAD AT 73,MILTON W. MAYS DEAD AT 73;FORMER INSURANCE EXECUTIVE,161,176,94
Indobit-A-NYT1981 - Jan 1 - March 31-326.txt,"march 10, 1981",Lord Rhyl Dead in Britain at 74,Lord Rhyl Dead in Britain at 74; Quit Cabinet in 1958 Over Policy,117,125,86
Indobit-A-NYT1986_1-500-49.txt,"january 9, 1986",PIERRE FOURNIER IS DEA AT 79,PIERRE FOURNIER IS DEA AT 79; CELLIST TYPIFIED FRENCH STYLE,504,566,288
Indobit-A-NYT1984_1001-1500-108.txt,"september 21, 1984",J. BEN LIEBERMAN DEAD AT 69,J. BEN LIEBERMAN DEAD AT 69; AN AUTHORITY IN TYPOGRAPHY,271,312,166
Indobit-A-NYT1984_501-1000-136.txt,"may 24, 1984",JOSEPH E. MOODY DIES AT 81,JOSEPH E. MOODY DIES AT 81; LED COAL OPERATORS' GROUPS,455,495,251
Indobit-A-NYT1980_1-500-447.txt,"september 23, 1980",JULIUS H. SEDLMAYR IS DEAD AT 60,JULIUS H. SEDLMAYR IS DEAD AT 60;MERRILL LYNCH BANKINGCHAIRMAN,229,249,136
Indobit-A-NYT1985 - Jan 1 - March 31-222.txt,"february 19, 1985",Martin Levine Is Dead at 75,Martin Levine Is Dead at 75; Headed Movie Theater Chain,198,237,146
Indobit-A-NYT1983 - Oct 1 - Dec 31-353.txt,"december 17, 1983",JanetCookLoeb,"JanetCookLoeb,80,IsDead; Founder of Adoption Service",148,183,102
Indobit-A-NYT1986_1001-1500-452.txt,"august 13, 1986",Lloyd Burlingham Dies at 75,Lloyd Burlingham Dies at 75; Was Foreign Service Officer,171,203,119
Indobit-A-NYT1985 - Oct 1 - Dec 31-52.txt,"october 11, 1985",ORSON WELLES IS DEAD AT 70,ORSON WELLES IS DEAD AT 70; INNOVATOR OF FILM AND STAGE,3047,3555,1417
Indobit-A-NYT1984_1-500-91.txt,"january 21, 1984",FRANK O. PRIOR IS DEAD AT 88,FRANK O. PRIOR IS DEAD AT 88; LED STANDARD OIL OF INDIANA,148,179,97
Indobit-A-NYT1985 - Oct 1 - Dec 31-289.txt,"december 5, 1985",Isadore Smith Is Dead at 83,Isadore Smith Is Dead at 83; Gardening Expert and Author,190,223,130
Indobit-A-NYT1985 - April 1 - June 30-237.txt,"may 30, 1985",Garlan Morse Is Dead at 73,Garlan Morse Is Dead at 73; Retired Chief of GTE Sylvania,158,193,103
Indobit-A-NYT1983 - April 1 - June 30-82.txt,"april 19, 1983",Emil ,"Emil (Dutch) Leonard, Pitched for 21 Years",225,286,154
Indobit-A-NYT1981 - Oct 1 - Dec 31-397.txt,"december 21, 1981",AILEEN M. FARRELL DEAD AT 83,AILEEN M. FARRELL DEAD AT 83; FOUNDER OF FOXHOLLOW SCHOOL,187,197,115
Indobit-A-NYT1987 - Jan 1 - March 31-35.txt,"january 7, 1987",Edwin J. Thomas Dead at 87,Edwin J. Thomas Dead at 87; Retired Goodyear Chairman,143,168,92
Indobit-A-NYT1983 - Jan 1 - March 31-416.txt,"march 24, 1983",BARNEY CLARK DIES ON 112TH DAY WITH PERMANENT ARTIFICIAL HEART,BARNEY CLARK DIES ON 112TH DAY WITH PERMANENT ARTIFICIAL HEART,522,610,289
Indobit-A-NYT1985 - July 1 - Sep 30-101.txt,"july 22, 1985",George W. Flynn Dies at 62,George W. Flynn Dies at 62; An Executive at Dow Jones,173,195,118
Indobit-A-NYT1987 - April 1 - June 30-117.txt,"april 26, 1987",George H. Gillies Dies at 95,George H. Gillies Dies at 95; An Authority on Horticulture,184,213,117
Indobit-A-NYT1982_1-500-458.txt,"april 10, 1982",Barrios,"Barrios, 28, Dies Of Heart Attack",137,150,90
Indobit-A-NYT1983 - April 1 - June 30-212.txt,"may 17, 1983",OSMOND K. FRAENKEL DIES AT 94,OSMOND K. FRAENKEL DIES AT 94; FORMER COUNSEL TO THE A.C.L.U.,725,760,398
Indobit-A-NYT1981 - Oct 1 - Dec 31-298.txt,"november 30, 1981",DEATH ENDS A 39-YEAR CAREER,"DEATH ENDS A 39-YEAR CAREER, STARTING WITH CHILD ROLES AT 4",767,857,424
Indobit-A-NYT1984_501-1000-180.txt,"june 5, 1984",,,254,292,156
Indobit-A-NYT1982_1-500-372.txt,"march 23, 1982",Rev. Dr. John E. Large Dies in Florida at 75.,Rev. Dr. John E. Large Dies in Florida at 75.,268,291,152
Indobit-A-NYT1984_1001-1500-197.txt,"october 13, 1984",VICTOR J. BERGERON DIES AT 81,VICTOR J. BERGERON DIES AT 81; FOUNDED 'TRADER VIC' CHAIN,456,512,278
Indobit-A-NYT1984_501-1000-411.txt,"july 31, 1984",ChristianF.,ChristianF.,191,207,115
Indobit-A-NYT1984_501-1000-312.txt,"july 9, 1984",,,217,243,147
Indobit-A-NYT1986_1-500-226.txt,"february 21, 1986",HUGH K. JOHNSON DIES AT 65,HUGH K. JOHNSON DIES AT 65; WORKED WITH YOUTH GANGS,359,411,209
Indobit-A-NYT1986_1001-1500-416.txt,"august 7, 1986",WILLIAM SCHROEDER DIES 620 DAYS AFTER RECEIVING ARTIFICIAL HEART,WILLIAM SCHROEDER DIES 620 DAYS AFTER RECEIVING ARTIFICIAL HEART,1218,1325,567
Indobit-A-NYT1981 - July 1 - Sep 30-57.txt,"july 13, 1981",Pelham Bissell 3d Dies,Pelham Bissell 3d Dies; City Judge for 30 Years,212,220,128
Indobit-A-NYT1980_1-500-464.txt,"september 27, 1980",RICHAR REEVE BAXTER DIES AT 59,RICHAR REEVE BAXTER DIES AT 59;AMERICAN JUDGE ON WORLD COURT,573,226,135
Indobit-A-NYT1983 - July 1 - Sep 30-208.txt,"august 18, 1983",Dr. Bard Cosman Dead at 52,Dr. Bard Cosman Dead at 52; Teacher and Plastic Surgeon,191,199,114
Indobit-A-NYT1985 - Jan 1 - March 31-28.txt,"january 7, 1985",Viola Wells Evans Dies at 82,Viola Wells Evans Dies at 82;Singer Called Miss Rhapsody,203,232,142
Indobit-A-NYT1986_1-500-330.txt,"march 19, 1986",BERNARD MALAMUD DIES AT 71,BERNARD MALAMUD DIES AT 71; CHRONICLED HUMAN STRUGGLE,1834,1766,724
Indobit-A-NYT1980_1-500-349.txt,"august 27, 1980",Kasper ,"Kasper (Kap) Monahan, 86, Critic Of Drama and Film in Pittsburgh",121,135,89
Indobit-A-NYT1983 - Jan 1 - March 31-222.txt,"february 10, 1983",Khoren I Is Dead at 68,Khoren I Is Dead at 68; Led Armenian Church,192,238,128
Indobit-A-NYT1981 - Oct 1 - Dec 31-303.txt,"december 2, 1981",Walter H. Conklin Dies at 77,Walter H. Conklin Dies at 77; Former Judge in New Jersey,193,199,108
Indobit-A-NYT1982_501-1000-330.txt,"july 13, 1982",CHARLOTTE BERGEN DEAD AT 84,CHARLOTTE BERGEN DEAD AT 84; MUSICIAN GAVE FREE CONCERTS,333,371,200
Indobit-A-NYT1980_501-904-294.txt,"december 11, 1980",Benedictos I Dies at 88,Benedictos I Dies at 88; Greek Orthodox Prelate,190,203,123
Indobit-A-NYT1986_1501-1568-37.txt,"december 30, 1986",Alton Asa Lennon Dies at 80,Alton Asa Lennon Dies at 80; Was a Carolina Congressman,265,305,170
Indobit-A-NYT1982_1-500-413.txt,"april 1, 1982",DR. HELENE DEUTSCH IS DEAD AT 97,DR. HELENE DEUTSCH IS DEAD AT 97; PSYCHOLOGIST ANALYZED BY FREUD,606,650,310
Indobit-A-NYT1980_1-500-402.txt,"september 11, 1980",EX-REP. WILLIAM COLMER DIES AT 90 IN MISSISSIPPI,"EX-REP. WILLIAM COLMER DIES AT 90 IN MISSISSIPPI; Ex-Rep. William Colmer Dies at 90 in Mississippi",266,292,176
Indobit-A-NYT1982_1001-1500-262.txt,"october 19, 1982",Victoria P. Street Dies at 77,Victoria P. Street Dies at 77; A Figure in Scottsboro Case,221,245,132
Indobit-A-NYT1987 - April 1 - June 30-347.txt,"june 14, 1987",E. Allen Petersen Dies at 84,E. Allen Petersen Dies at 84; Fled Japanese on Boat in '38,165,194,127
Indobit-A-NYT1985 - April 1 - June 30-332.txt,"june 26, 1985",David Goodstein Dies at 53,David Goodstein Dies at 53; Advocate for Homosexuals,168,191,107
Indobit-A-NYT1980_501-904-191.txt,"november 21, 1980",Charles McGoughran Dead at 83,Charles McGoughran Dead at 83; Former Executive at Sinclair Oil,194,200,110
Indobit-A-NYT1982_1-500-351.txt,"march 19, 1982",John A. Keenan Is Dead at 73,John A. Keenan Is Dead at 73; Ex-President of Sheaffer Pen,141,161,97
Indobit-A-NYT1986_501-1000-247.txt,"october 23, 1986",John Dell Isola Dies at 74,"John Dell Isola Dies at 74; Ex-Football Player, Coach",119,151,86
Indobit-A-NYT1980_1-500-249.txt,"august 2, 1980",Henry W. McAllister Is Dead at 69,Henry W. McAllister Is Dead at 69; News and Publicity Photographer,216,213,131
Indobit-A-NYT1982_1-500-141.txt,"january 28, 1982",Alexander Abusch Dies at 79,Alexander Abusch Dies at 79; Former East German Official,141,144,85
Indobit-A-NYT1986_1001-1500-205.txt,"june 20, 1986",HAYDON,"HAYDON, ARTIFICIAL HEART RECIPIENT, DIES",670,755,362
Indobit-A-NYT1985 - Oct 1 - Dec 31-20.txt,"october 5, 1985",E. Harold Hugo Is Dead at 85,E. Harold Hugo Is Dead at 85; Headed Meriden Gravure Co.,144,175,103
Indobit-A-NYT1983 - April 1 - June 30-411.txt,"june 27, 1983",ALBERTO GINASTERA DEAD AT 67,ALBERTO GINASTERA DEAD AT 67; LEADING ARGENTINE COMPOSER,910,934,461
Indobit-A-NYT1984_1001-1500-137.txt,"september 28, 1984",ELLSWORTH BUNKER DIES AT 90,ELLSWORTH BUNKER DIES AT 90; ENVOY HAD KEY SAIGON ROLE,1938,2148,882
Indobit-A-NYT1987 - Jan 1 - March 31-42.txt,"january 9, 1987",Otto M. Buerger Dies at 88,Otto M. Buerger Dies at 88; A Longtime L.I.R.R. Lawyer,149,184,105
Indobit-A-NYT1982_1501-1630-82.txt,"december 22, 1982",AUGUST MAFFRY DIES AT 77,AUGUST MAFFRY DIES AT 77; WAS A BANKER AND ECONOMIST,305,320,156
Indobit-A-NYT1986_501-1000-452.txt,"december 4, 1986",FRANK McCARTHY DEAD AT 74,FRANK McCARTHY DEAD AT 74; GENERAL WAS FILM PRODUCER,330,368,208
Indobit-A-NYT1986_1-500-171.txt,"february 7, 1986",Jan Kalnberzin Is Dead at 92,Jan Kalnberzin Is Dead at 92; Former Soviet Latvian Leader,196,221,123
Indobit-A-NYT1981 - Jan 1 - March 31-21.txt,"january 5, 1981",JEFFERSON KEENER DIES AT 72 IN AKRON,JEFFERSON KEENER DIES AT 72 IN AKRON,364,374,202
Indobit-A-NYT1984_1-500-428.txt,"april 7, 1984",SIR ARTHUR T. HARRIS IS DEAD AT 91,SIR ARTHUR T. HARRIS IS DEAD AT 91; LED BRITAIN'S BOMBER COMMAND,751,863,422
Indobit-A-NYT1986_1-500-194.txt,"february 14, 1986",RALPH L. MCAFEE DIES AT 71,RALPH L. MCAFEE DIES AT 71; TRIAL LAWYER FOR COMPANIES,328,370,216
Indobit-A-NYT1982_1-500-328.txt,"march 14, 1982",Laura Hoffeld Is Dead at 36,"Laura Hoffeld Is Dead at 36; Writer and Magazine Editor",130,136,77
Indobit-A-NYT1982_1001-1500-410.txt,"november 20, 1982",OBITUARY,"OBITUARY; James Allen, 75, Dies; Was Northrop Official",199,202,126
Indobit-A-NYT1981 - July 1 - Sep 30-300.txt,"september 2, 1981",ALBERT SPEER DIES AT 76,ALBERT SPEER DIES AT 76; CLOSE ASSOCIATE OF HITLER,1451,1741,760
Indobit-A-NYT1983 - Oct 1 - Dec 31-171.txt,"november 5, 1983",,,200,227,135
Indobit-A-NYT1983 - Jan 1 - March 31-128.txt,"january 22, 1983",Walter Ullmann Is Dead at 72,Walter Ullmann Is Dead at 72; Was Scholar on Middle Ages,186,217,125
Indobit-A-NYT1980_501-904-257.txt,"december 5, 1980",Sultan I. Ibraimov Is Dead at 53,Sultan I. Ibraimov Is Dead at 53; Headed Soviet Kirghiz Republic,101,101,67
Indobit-A-NYT1984_1001-1500-194.txt,"october 13, 1984",Thomas E. Gaddis Dies at 76,Thomas E. Gaddis Dies at 76; Wrote 'Birdman of Alcatraz',180,214,112
Indobit-A-NYT1984_1001-1500-262.txt,"october 28, 1984",Saul Levine Dies at 61,Saul Levine Dies at 61; Nuclear Safety Expert,238,269,137
Indobit-A-NYT1981 - Jan 1 - March 31-362.txt,"march 17, 1981",Prof. John MacDonald Dies at 75,Prof. John MacDonald Dies at 75; Headed State Law Revision Unit,151,169,91
Indobit-A-NYT1985 - July 1 - Sep 30-296.txt,"august 29, 1985",Margret Broadley Dies at 81,"Margret Broadley Dies at 81, Author of Books on Careers",162,190,114
Indobit-A-NYT1985 - July 1 - Sep 30-321.txt,"september 3, 1985",Aron Chilewich Is Dead at 84,Aron Chilewich Is Dead at 84; Philanthropist and Importer,249,281,145
Indobit-A-NYT1980_1-500-96.txt,"june 25, 1980",Dimitrios Partsalides Dead at 79,Dimitrios Partsalides Dead at 79; Was a Greek Communist Leader,125,126,81
Indobit-A-NYT1980_1-500-258.txt,"august 5, 1980",PROF. GENE WELTFISH DEAD AT 78,PROF. GENE WELTFISH DEAD AT 78;WAS A TARGET OF ANTI-RED DRIVES,570,569,304
Indobit-A-NYT1984_1001-1500-224.txt,"october 20, 1984",Orest Sergievsky Dies at 73,Orest Sergievsky Dies at 73; A Ballet Dancer and Teacher,136,162,91
Indobit-A-NYT1981 - April 1 - June 30-130.txt,"april 25, 1981",Charles H. Spilman Is Dead at 70,Charles H. Spilman Is Dead at 70; Ex-Editor of Providence Journal,160,176,101
